collocation	syntax_distance
english word pair	3.0
dimensionality refer	2.0
various phenomenon	1.0
organizing data	2.0
space often	3.0
lowdimensional setting	1.0
threedimensional physical	2.0
physical space	1.0
everyday experience	1.0
expression wa	2.0
wa coin	1.0
richard e	1.0
consider problem	1.0
dynamic optimization	1.0
multiple phenomenon	1.0
phenomenon refer	1.0
numerical analysis	1.0
analysis sampling	2.0
sampling combinatorics	2.0
combinatorics machine	1.0
common theme	1.0
dimensionality increase	1.0
space increase	1.5
become sparse	1.0
available data become	2.0
require statistical	2.0
statistical significance	1.0
statistically sound	1.0
reliable result	1.5
data need	2.0
result often	3.3333333333333335
often grows	1.0
grows exponentially	1.0
also organizing	1.0
search data	1.75
data often	3.0
often relies	1.0
detect area	1.0
object form	1.0
similar property	1.0
high dimensional	2.0
dimensional data	1.0
data however	9.0
object appear	1.0
many way	1.0
prevent common	2.0
common data	3.0
data organization	1.0
organization strategy	1.0
search data often	2.0
object form group	2.0
also use	1.0
high dimension	1.0
two complementary	2.0
complementary influential	2.0
influential principle	1.0
highdimensional data analysis	2.0
take one	1.25
several discrete	2.0
discrete value	1.0
variable can take	2.0
variable together	2.0
huge number	1.0
value must	5.0
combinatorial explosion	1.0
simple case	1.0
formula binary	2.0
binary variable	1.5
possible combination	1.0
combination already	3.0
formula exponential	1.0
additional dimension	1.0
dimension double	1.0
effort need	1.0
exponential increase	1.0
volume associate	2.0
add extra	2.0
extra dimension	1.0
mathematical space	1.0
example evenly	2.0
evenly space	1.0
space sample	2.0
sample point	1.0
point suffice	1.0
unit interval	1.0
dimensional cube	1.0
equivalent sampling	1.0
dimensional unit	1.0
unit hypercube	2.0
adjacent point	1.0
require sample point	2.0
spacing distance	1.0
dimensional hypercube	3.5
hypercube appears	1.0
example n	1.0
sampling distance	1.0
hypercube appear	1.0
combinatorics problem	1.0
distance function	2.375
function problem	1.0
problem explain	2.0
solving dynamic	3.0
numerical backward	3.0
backward induction	1.0
function must	2.0
dynamic optimization problem	2.0
significant obstacle	1.0
state variable	1.0
involve learn	1.0
data sample	1.0
value typically	3.0
enormous amount	1.0
several sample	1.0
machine learn problem	2.142857142857143
typical rule	1.0
least training	2.0
fix number	1.0
predictive power	1.0
regressor first	3.0
first increase	1.0
peak phenomenon	1.0
euclidean distance	1.0
define use	1.0
use many	2.0
many coordinate	1.0
little difference	1.0
different pair	1.0
one way	1.0
highdimensional euclidean	2.0
euclidean space	1.0
inscribe hypersphere	1.0
length formula	1.25
highdimensional euclidean space	2.0
hypersphere become	1.0
volume relative	1.0
can clearly	2.0
formula go	2.2
dimension formula go	2.0
increase without	2.0
without bound	1.0
fix r	1.0
sense nearly	2.0
another way	1.0
highdimensional unit	1.0
hypercube can	2.0
consist almost	2.0
almost entirely	1.5
also help	1.0
chisquared distribution	1.0
distribution associate	1.0
random point	8.0
distribution concentrate	1.0
around d	2.0
d time	1.0
standard deviation	1.25
deviation square	1.0
original derivation	1.0
also illustrate	1.0
dcube concentrate	1.0
concentrate near	2.0
fixed distribution	1.0
product distribution	1.0
fix n	1.0
maximum distance	1.0
random reference	3.0
reference point	1.0
point q	1.0
n random	2.0
random data	1.0
point p	1.0
data point p	5.0
p become	1.0
become indiscernible	1.0
indiscernible compare	2.0
minimum distance	1.0
often cited	1.0
function lose	1.0
nearestneighbor criterion	1.0
however recent	3.0
recent research	1.0
artificial scenario	1.0
onedimensional distribution	1.0
research ha show	2.0
correlated data	1.0
become easier	1.0
provide high	2.5
high distance	1.0
distance contrast	3.0
signaltonoise ratio	1.0
ratio wa	2.0
wa find	1.0
important role	4.0
role thus	1.0
thus feature	1.0
data can become	2.0
neighbor search	1.2222222222222223
near neighbor search	2.375
high dimensional space	2.0
one coordinate	1.0
lower bound	1.0
distance base	4.0
mere number	1.0
necessarily result	1.0
difficulty since	3.0
since relevant	3.0
relevant additional	2.0
dimension can	2.25
also increase	1.0
dimension can also	2.0
can also increase	2.0
resulting rank	1.0
remain useful	1.0
far neighbor	2.0
irrelevant noise	2.0
noise dimension	1.0
dimension however	2.0
however reduce	1.0
manner described	3.0
series analysis	1.3076923076923077
inherently highdimensional	2.0
highdimensional distance	1.0
function also	2.0
also work	1.0
work reliably	1.0
high enough	1.0
time series analysis	2.5384615384615383
distance function also	2.0
another effect	1.0
high dimensionality	1.0
function concern	1.0
concern knearest	4.0
knn graph	1.0
graph construct	2.0
knearest neighbor knn	2.0
dimension increase	1.0
becomes skew	1.0
knn list	1.0
phenomenon can	2.0
considerable impact	1.0
various technique	1.0
knn classifier	1.0
classifier semisupervised	1.0
also affect	1.0
affect information	1.0
information retrieval	1.4666666666666666
recent survey	2.0
follow problem	1.0
analyze specialize	1.0
specialize method	1.0
method tackle	2.0
tackle one	1.0
remain many	2.0
many open	2.0
open research	2.0
multiplicative weight	3.111111111111111
weight update	1.0
update method	1.0
multiplicative weight update	3.0
multiplicative weight update method	3.0
algorithmic technique	1.0
certain set	1.0
suitably chosen	1.0
chosen factor	1.0
factor base	2.0
feedback obtain	1.0
run another	2.0
wa discover	1.0
discover repeatedly	1.0
diverse field	1.0
learn adaboost	2.0
adaboost winnow	1.0
winnow hedge	1.0
hedge optimization	1.0
optimization solving	1.0
solving linear	2.0
linear program	1.0
program theoretical	2.0
theoretical computer	1.0
computer science	1.375
fast algorithm	1.5
game theory	1.0
theoretical computer science	2.0
weight imply	1.0
iterative rule	1.0
rule use	1.0
algorithm derive	1.0
different name	1.0
different field	1.0
earliest know	2.0
know version	1.0
algorithm named	2.0
named fictitious	2.0
fictitious play	1.0
randomize variant	1.0
solve twoplayer	2.0
twoplayer zerosum	1.5
zerosum game	1.75
game efficiently	2.0
efficiently use	1.0
weight algorithm	1.5
multiplicative weight algorithm	2.3333333333333335
twoplayer zerosum game	3.5
case player	1.0
player allocate	1.0
allocate high	2.0
high weight	1.0
good outcome	1.0
strategy rely	2.0
learn littlestone	1.0
littlestone apply	3.0
early form	1.0
famous winnow	2.0
winnow algorithm	1.0
earlier perceptron	1.0
perceptron learn	1.0
machine learn littlestone	2.0
weight update rule	2.0
multiplicative weight update rule	3.0
weight majority	2.090909090909091
majority algorithm	1.4545454545454546
weight majority algorithm	2.3636363636363638
schapire follow	2.0
hedge algorithm	1.0
also widely	2.0
widely apply	1.0
computational geometry	1.0
clarksons algorithm	1.0
linear programming	1.75
programming lp	1.0
bound number	1.0
linear time	1.0
linear programming lp	2.0
also widely apply	2.0
later bronnimann	2.0
goodrich employ	2.0
employ analogous	2.0
analogous method	1.0
find set	2.0
set cover	1.0
small vc	2.0
small vc dimension	2.0
goodrich employ analogous	4.0
goodrich employ analogous method	4.0
find set cover	2.0
operation research	1.3333333333333333
online statistical	2.0
statistical decision	2.5
decision making	1.3333333333333333
making problem	1.0
problem field	1.0
complicated version	1.0
find independently	1.0
statistical decision making	2.5
decision making problem	2.0
online statistical decision making	2.5
statistical decision making problem	2.5
online statistical decision making problem	2.5
online statistical decision making problem field	2.5
science field	1.0
previously observe	1.0
close relationship	1.0
update algorithm	1.0
algorithm use	1.0
different context	1.0
young discover	1.0
fast lp	2.0
lp algorithm	1.0
pessimistic estimator	1.0
link boosting	2.0
boosting algorithm	1.0
learn theory	1.2222222222222223
common framework	1.0
convex optimization problem	2.0
binary decision	1.0
decision need	1.0
make base	1.3333333333333333
n expert	1.25
expert opinion	1.0
associated payoff	1.0
n expert opinion	2.0
first round	1.0
decision maker	1.0
maker will	2.5
will make	1.0
first decision	1.0
expert prediction	1.0
maker will make	2.0
decision maker will	3.5
successive round	2.0
will repeatedly	2.0
repeatedly update	1.0
opinion depending	2.0
prior prediction	1.0
real life	1.5
life example	1.0
example include	1.0
include predicting	1.0
stock market	1.5
market will	2.0
sequential game	1.0
game play	2.0
expert among	2.0
always give	1.0
correct prediction	1.0
halve algorithm	1.0
consistent expert	1.0
make mistake	1.0
mistake will	4.0
every decision	1.0
vote among	2.5
remaining expert	1.0
majority vote among	3.0
therefore every	3.0
every time	1.6
aggregator make	1.0
least half	1.0
therefore every time	3.0
dismiss expert	1.0
mistake weight	2.0
algorithm discount	1.0
expert advice	1.0
advice setup	1.0
setup suppose	2.0
n decision	1.0
select one	1.3333333333333333
one decision	1.0
loop every	3.0
decision incur	1.0
cost will	2.0
algorithms goal	1.0
cumulative loss	1.0
first algorithm	1.0
make choice	1.0
choice base	3.0
vote every	4.0
every iteration	1.4
iteration doe	2.0
work since	2.0
expert can	6.0
wrong consistently	1.0
consistently every	3.0
trivial algorithm	1.0
expert instead	4.0
mistake compare	1.0
advice will	3.0
will remain	1.0
expert advice will	4.0
formula increase	2.0
will decrease	1.0
researcher fix	1.0
formula step	1.0
step let	1.0
algorithm ha	2.75
ha make	1.0
best expert	1.0
expert will	2.0
will give	1.0
best bound	1.0
mistake make	1.0
special situation	1.0
expert predicting	1.0
predicting positive	1.5
negative count	2.0
expert predicting positive	2.5
prediction make	1.0
algorithm calculate	1.0
random decision	1.4
computed fraction	1.0
random decision base	4.0
randomize weight	2.0
underlying assumption	1.0
learner make	1.0
randomize algorithm	2.0
randomness halve	2.0
research people	1.0
people define	1.0
allow formula	1.0
randomize weighted	2.0
weighted majority	2.0
weighted majority algorithm	2.0
weight method	1.0
usually used	1.0
constrained optimization	2.0
constrained optimization problem	2.0
event represent	1.0
expert corresponds	1.0
correspond constraint	1.0
point represent	1.0
formula payoff	2.0
payoff matrix	1.0
finite twoplayer	2.0
formula row	1.0
row player	1.0
player formula	5.0
use plan	2.0
plan formula	2.3333333333333335
column player	1.0
formula us	1.0
us plan	1.0
assuming formula	1.0
player formula use	2.0
formula choose	1.0
choose action	2.0
expect result	1.0
formula selecting	2.0
selecting action	1.0
maximize formula	2.0
formula player	1.0
choose plan	1.5
choose plan formula	2.0
expect payoff	1.0
john von	2.0
von neumann	3.0
row q	2.0
j change	2.0
common value	1.0
quantity also	2.0
also name	1.0
error parameter	1.0
game bound	1.0
additive error	1.0
algorithm solving	2.0
solving zerosum	1.5
additive factor	1.0
additional processing	2.0
processing time	1.0
per call	1.0
solving zerosum game	2.0
later freund	1.0
schapire generalize	1.0
adaboost algorithm	1.0
algorithm formulate	1.0
schapire also	3.0
current knowledge	1.0
algorithms multiplicative	2.0
method wa	3.5
first use	1.0
method wa first	2.0
wa first use	2.0
formula label example	2.5
formula label example formula	3.0
find nonnegative	2.0
nonnegative weight	1.0
weighted combination	1.0
feature match	3.0
without loss	1.0
generality assume	1.0
total weight	1.0
notational convenience	2.0
problem reduces	1.0
follow lp	1.0
general form	1.0
exponential update	2.0
generally used	1.0
binary allocation	1.0
allocate different	2.0
different portion	1.0
n different	2.0
different option	1.0
every option	1.0
total loss	1.0
loss suffer	1.0
particular allocation	1.0
total loss suffer	2.0
follow iteration	1.0
revise base	2.0
current iteration	1.0
iteration using	1.5
using multiplicative	2.0
current iteration using	3.0
learn rate	1.2
learn rate formula	2.0
expert formula	1.0
initialization fix	1.0
expert associate	1.0
algorithm maintain	1.0
iteration formula	1.0
weak learner	2.0
new hypothesis	3.0
formula adaboost	1.0
adaboost generates	1.0
next weight	3.0
weight vector	2.0
weight vector formula	2.0
process repeat	1.0
final hypothesis	2.0
formula combine	1.0
t weak	2.0
weak hypothesis	1.0
hypothesis use	1.0
weighted majority vote	2.0
formula matrix formula	2.0
oracle algorithm	1.0
zerosum problem	1.0
error parameter formula	2.0
linear system	1.0
give vector	2.0
formula solve	1.0
x satisfy	1.0
x satisfies	1.0
also true	1.5
oracle return	1.0
feasible solution	1.0
solution formula	1.0
return ha	3.0
ha bound	1.0
bound width	1.0
width formula	2.0
output x satisfy	2.0
contrapositive stand	1.0
stand true	1.0
search nns	1.0
proximity search	1.0
typically express	1.0
dissimilarity function	1.0
le similar	1.0
nearestneighbor nn	2.0
nn search	2.0
search problem	1.8571428571428572
set s	1.0
space m	1.0
query point	2.6363636363636362
close point	1.0
computer programming	1.0
programming call	2.0
problem refer	1.5
near post	2.0
post office	1.0
direct generalization	1.0
k close point	2.0
commonly m	1.0
metric space	1.3333333333333333
triangle inequality	1.0
common m	1.0
ddimensional vector	2.0
distance manhattan	2.0
manhattan distance	1.3333333333333333
dissimilarity function can	3.0
one example	1.0
asymmetric bregman	2.0
inequality doe	2.0
numerous field	1.0
various solution	1.0
nns problem	1.0
time complexity	1.125
space complexity	1.0
data structure	1.0
search data structure	2.0
informal observation	1.0
observation usually	2.0
usually refer	1.0
dimensionality state	1.0
space use	1.0
use polynomial	2.5
polynomial preprocessing	1.0
search time	1.0
simple solution	1.0
